"","V1","ac","district","date","address","offense","year","num.month","num.week"
"1229","C RESIDENTIAL BURGLARY 800 S MONROE ST 7/11/2019 P7","C","P7",2019-07-11,"800 S MONROE ST","RESIDENTIAL BURGLARY","2019","07","27"
"1230","C RESIDENTIAL BURGLARY 500 W 6TH AVE 7/13/2019 P7","C","P7",2019-07-13,"500 W 6TH AVE","RESIDENTIAL BURGLARY","2019","07","27"
"1231","C THEFT 2D FROM MOTOR VEHICLE 1000 W 10TH AVE 7/10/2019 P7","C","P7",2019-07-10,"1000 W 10TH AVE","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1232","C THEFT 2D FROM MOTOR VEHICLE W 14TH AVE / S MAPLE ST 7/11/2019 P7","C","P7",2019-07-11,"W 14TH AVE / S MAPLE ST","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1233","C THEFT 3D ALL OTHER 800 W 5TH AVE 7/13/2019 P7","C","P7",2019-07-13,"800 W 5TH AVE","THEFT 3D ALL OTHER","2019","07","27"
"1234","C THEFT 3D ALL OTHER 300 W 6TH AVE 7/13/2019 P7","C","P7",2019-07-13,"300 W 6TH AVE","THEFT 3D ALL OTHER","2019","07","27"
"1235","C THEFT 3D CITY SHOPLIFTING 900 W 14TH AVE 7/11/2019 P7","C","P7",2019-07-11,"900 W 14TH AVE","THEFT 3D CITY SHOPLIFTING","2019","07","27"
"1236","C THEFT 3D FROM BUILDING 1200 W 5TH AVE 7/8/2019 P7","C","P7",2019-07-08,"1200 W 5TH AVE","THEFT 3D FROM BUILDING","2019","07","27"
"1237","A THEFT 3D FROM MOTOR VEHICLE 1200 S BERNARD ST 7/7/2019 P7","A","P7",2019-07-07,"1200 S BERNARD ST","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1238","C THEFT 3D FROM MOTOR VEHICLE 1000 W 12TH AVE 7/10/2019 P7","C","P7",2019-07-10,"1000 W 12TH AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1239","C THEFT 3D VEHICLE PARTS AND ACCESSORIES 1000 W 10TH AVE 7/10/2019 P7","C","P7",2019-07-10,"1000 W 10TH AVE","THEFT 3D VEHICLE PARTS AND ACCESSORIES","2019","07","27"
"1240","A THEFT OF MOTOR VEHICLE 1000 W 10TH AVE 7/10/2019 P7","A","P7",2019-07-10,"1000 W 10TH AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1241",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","C BURGLARY 2D GARAGE 3900 S LAMONTE ST 7/11/2019 P7","C","P7",2019-07-11,"3900 S LAMONTE ST","BURGLARY 2D GARAGE","2019","07","27"
"1243","C RESIDENTIAL BURGLARY 100 W HIGH DR 7/11/2019 P7","C","P7",2019-07-11,"100 W HIGH DR","RESIDENTIAL BURGLARY","2019","07","27"
"1244","C THEFT 2D ALL OTHER 900 E 43RD AVE 7/12/2019 P7","C","P7",2019-07-12,"900 E 43RD AVE","THEFT 2D ALL OTHER","2019","07","27"
"1245","C THEFT 3D ALL OTHER 800 E 29TH AVE 7/11/2019 P7","C","P7",2019-07-11,"800 E 29TH AVE","THEFT 3D ALL OTHER","2019","07","27"
"1246",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","C BURGLARY 2D GARAGE 2300 S CANYON WOODS LN 7/12/2019 P7","C","P7",2019-07-12,"2300 S CANYON WOODS","BURGLARY 2D GARAGE","2019","07","27"
"1248",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","C THEFT 1D FROM BUILDING 6700 S BAYMONT CT 7/11/2019 P7","C","P7",2019-07-11,"6700 S BAYMONT CT","THEFT 1D FROM BUILDING","2019","07","27"
"1250","C THEFT 2D FROM MOTOR VEHICLE S VALE CT / W MORAN VIEW AVE 7/11/2019 P7","C","P7",2019-07-11,"S VALE CT / W MORAN VIEW","THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1251","C THEFT 3D ALL OTHER 5500 S TALON PEAK DR 7/13/2019 P7","C","P7",2019-07-13,"5500 S TALON PEAK","THEFT 3D ALL OTHER","2019","07","27"
"1252",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","A BURGLARY 2D GARAGE 3300 W 7TH AVE 7/11/2019 P7","A","P7",2019-07-11,"3300 W 7TH AVE","BURGLARY 2D GARAGE","2019","07","27"
"1254","C THEFT 2D FROM BUILDING 2600 W SUNSET BLVD 7/12/2019 P7","C","P7",2019-07-12,"2600 W SUNSET BLVD","THEFT 2D FROM BUILDING","2019","07","27"
"1255","C THEFT 3D FROM BUILDING 4300 W SUNSET BLVD 7/9/2019 P7","C","P7",2019-07-09,"4300 W SUNSET BLVD","THEFT 3D FROM BUILDING","2019","07","27"
"1256","C THEFT 3D FROM MOTOR VEHICLE 3900 W CANYON DR 7/9/2019 P7","C","P7",2019-07-09,"3900 W CANYON DR","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1257","C THEFT OF MOTOR VEHICLE 4300 W SUNSET BLVD 7/8/2019 P7","C","P7",2019-07-08,"4300 W SUNSET BLVD","THEFT OF MOTOR VEHICLE","2019","07","27"
"1258","C THEFT OF MOTOR VEHICLE 3900 W CANYON DR 7/9/2019 P7","C","P7",2019-07-09,"3900 W CANYON DR","THEFT OF MOTOR VEHICLE","2019","07","27"
"1259","C ASSAULT 2D 100 S MADISON ST 7/10/2019 P8","C","P8",2019-07-10,"100 S MADISON ST","ASSAULT 2D","2019","07","27"
"1260","C BURGLARY 2D COMMERCIAL 100 N STEVENS ST 7/9/2019 P8","C","P8",2019-07-09,"100 N STEVENS ST","BURGLARY 2D COMMERCIAL","2019","07","27"
"1261","C BURGLARY 2D COMMERCIAL 100 S POST ST 7/11/2019 P8","C","P8",2019-07-11,"100 S POST ST","BURGLARY 2D COMMERCIAL","2019","07","27"
"1262","C ROBBERY 1D PERSON 400 W SPOKANE FALLS BLVD 7/11/2019 P8","C","P8",2019-07-11,"400 W SPOKANE FALLS","ROBBERY 1D PERSON","2019","07","27"
"1263","C THEFT 1D FROM MOTOR VEHICLE 300 W SPOKANE FALLS BLVD 7/13/2019 P8","C","P8",2019-07-13,"300 W SPOKANE FALLS","THEFT 1D FROM MOTOR VEHICLE","2019","07","27"
"1264","C THEFT 1D POCKET PICKING 500 N HOWARD ST 7/8/2019 P8","C","P8",2019-07-08,"500 N HOWARD ST","THEFT 1D POCKET PICKING","2019","07","27"
"1265","C THEFT 2D ALL OTHER 700 W RIVERSIDE AVE 7/11/2019 P8","C","P8",2019-07-11,"700 W RIVERSIDE AVE","THEFT 2D ALL OTHER","2019","07","27"
"1266","C THEFT 2D ALL OTHER 200 S POST ST 7/13/2019 P8","C","P8",2019-07-13,"200 S POST ST","THEFT 2D ALL OTHER","2019","07","27"
"1267","C THEFT 2D FROM BUILDING 400 N RIVERPOINT BLVD 7/8/2019 P8","C","P8",2019-07-08,"400 N RIVERPOINT BLVD","THEFT 2D FROM BUILDING","2019","07","27"
"1268","C THEFT 2D FROM BUILDING 800 W MAIN AVE 7/10/2019 P8","C","P8",2019-07-10,"800 W MAIN AVE","THEFT 2D FROM BUILDING","2019","07","27"
"1269","C THEFT 2D FROM MOTOR VEHICLE W RAILROAD ALLEY AVE / S MADISON ST 7/12/2019 P8","C","P8",2019-07-12,NA,"THEFT 2D FROM MOTOR VEHICLE","2019","07","27"
"1270","C THEFT 3D ALL OTHER 700 W RIVERSIDE AVE 7/10/2019 P8","C","P8",2019-07-10,"700 W RIVERSIDE AVE","THEFT 3D ALL OTHER","2019","07","27"
"1271","C THEFT 3D ALL OTHER 100 W 2ND AVE 7/10/2019 P8","C","P8",2019-07-10,"100 W 2ND AVE","THEFT 3D ALL OTHER","2019","07","27"
"1272","C THEFT 3D ALL OTHER 0 W PACIFIC AVE 7/11/2019 P8","C","P8",2019-07-11,"0 W PACIFIC AVE","THEFT 3D ALL OTHER","2019","07","27"
"1273","C THEFT 3D ALL OTHER 500 N HOWARD ST 7/13/2019 P8","C","P8",2019-07-13,"500 N HOWARD ST","THEFT 3D ALL OTHER","2019","07","27"
"1274","C THEFT 3D FROM BUILDING 0 W PACIFIC AVE 7/10/2019 P8","C","P8",2019-07-10,"0 W PACIFIC AVE","THEFT 3D FROM BUILDING","2019","07","27"
"1275","A THEFT 3D FROM MOTOR VEHICLE S BERNARD ST / W 2ND AVE 7/12/2019 P8","A","P8",2019-07-12,"S BERNARD ST / W 2ND AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1276","A THEFT 3D FROM MOTOR VEHICLE 800 W MAIN AVE 7/12/2019 P8","A","P8",2019-07-12,"800 W MAIN AVE","THEFT 3D FROM MOTOR VEHICLE","2019","07","27"
"1277","C THEFT 3D SHOPLIFTING 200 S LINCOLN ST 7/9/2019 P8","C","P8",2019-07-09,"200 S LINCOLN ST","THEFT 3D SHOPLIFTING","2019","07","27"
"1278","C THEFT OF MOTOR VEHICLE 0 W RIVERSIDE AVE 7/9/2019 P8","C","P8",2019-07-09,"0 W RIVERSIDE AVE","THEFT OF MOTOR VEHICLE","2019","07","27"
"1279","C VEHICULAR ASSAULT S WASHINGTON ST / W 2ND AVE 7/13/2019 P8","C","P8",2019-07-13,"S WASHINGTON ST / W 2ND AVE","VEHICULAR ASSAULT","2019","07","27"
